,phenotype,beta,abs_beta,p_value,n,fdr_p,significant
80,body_comp_arms_diff_tissue_percent_fat,0.051321552094094634,0.051321552094094634,0.6173857051224074,469,0.9866724396266681,False
81,body_comp_legs_region_percent_fat,-0.04971559893805044,0.04971559893805044,0.6264796059398294,469,0.9866724396266681,False
82,body_comp_total_diff_bone_mass,-0.04962004850629632,0.04962004850629632,0.6278941315190306,469,0.9866724396266681,False
83,total_scan_vat_volume,0.049474397781110596,0.049474397781110596,0.7042538463563657,469,0.9866724396266681,False
84,body_comp_android_total_mass,-0.04884361718871029,0.04884361718871029,0.6406125122966027,469,0.9866724396266681,False
85,body_comp_trunk_left_tissue_mass,-0.048223506376719585,0.048223506376719585,0.6377747147817923,469,0.9866724396266681,False
86,body_comp_total_left_lean_mass,0.04672504400158462,0.04672504400158462,0.6467376750612902,469,0.9866724396266681,False
87,body_comp_arms_fat_mass,-0.04352022604121266,0.04352022604121266,0.6715792118525026,469,0.9866724396266681,False
88,body_comp_trunk_bone_mass,-0.04230467346641265,0.04230467346641265,0.6775271855261206,469,0.9866724396266681,False
89,body_comp_leg_left_tissue_percent_fat,0.042300904152957036,0.042300904152957036,0.6748401408498464,469,0.9866724396266681,False
90,body_comp_leg_right_bone_mass,0.04040291798615381,0.04040291798615381,0.6931581178456443,469,0.9866724396266681,False
91,body_comp_gynoid_fat_mass,-0.03914043290833131,0.03914043290833131,0.7010300403878986,469,0.9866724396266681,False
92,body_comp_total_bone_mass,-0.0387717928912105,0.0387717928912105,0.705810604670394,469,0.9866724396266681,False
93,body_comp_leg_left_fat_mass,-0.03832674081755501,0.03832674081755501,0.7133285115422793,469,0.9866724396266681,False
94,body_comp_android_tissue_mass,0.038288288255535735,0.038288288255535735,0.7069610088065659,469,0.9866724396266681,False
95,body_comp_trunk_diff_lean_mass,-0.037240082515182474,0.037240082515182474,0.7126621232588988,469,0.9866724396266681,False
96,body_comp_total_left_fat_free_mass,0.03690954922096025,0.03690954922096025,0.7196852326076763,469,0.9866724396266681,False
97,body_comp_arm_left_tissue_percent_fat,0.0352618158717263,0.0352618158717263,0.7278246303010132,469,0.9866724396266681,False
98,body_comp_trunk_left_lean_mass,0.03362827468449001,0.03362827468449001,0.73796004641357,469,0.9866724396266681,False
99,body_comp_arm_left_fat_mass,0.03148291552371105,0.03148291552371105,0.7574978964264142,469,0.9866724396266681,False
100,body_comp_arms_diff_fat_free_mass,-0.031023002706798985,0.031023002706798985,0.7611387826753722,469,0.9866724396266681,False
101,body_comp_arm_left_tissue_mass,0.0304087556039997,0.0304087556039997,0.7657525752333544,469,0.9866724396266681,False
102,body_comp_gynoid_tissue_percent_fat,0.029192410870383247,0.029192410870383247,0.7760337152798804,469,0.9866724396266681,False
103,body_comp_total_diff_region_percent_fat,-0.028521220724488778,0.028521220724488778,0.7830316400231916,469,0.9866724396266681,False
104,body_comp_arms_diff_lean_mass,0.02769364278316272,0.02769364278316272,0.7879007163618077,469,0.9866724396266681,False
105,body_comp_arms_diff_region_percent_fat,0.027434133578574906,0.027434133578574906,0.7856674293195656,469,0.9866724396266681,False
106,body_comp_gynoid_tissue_mass,0.027428443054018502,0.027428443054018502,0.7892446368779684,469,0.9866724396266681,False
107,body_comp_leg_left_bone_mass,-0.02737844736697102,0.02737844736697102,0.7857127989944479,469,0.9866724396266681,False
108,body_comp_total_diff_lean_mass,-0.026011232764351015,0.026011232764351015,0.8026077714107507,469,0.9866724396266681,False
109,body_comp_legs_tissue_percent_fat,-0.025740720080291588,0.025740720080291588,0.8001332607747135,469,0.9866724396266681,False
110,body_comp_legs_diff_bone_mass,-0.024331572902734896,0.024331572902734896,0.8103442790852263,469,0.9866724396266681,False
111,body_comp_legs_bone_mass,-0.02426168297133388,0.02426168297133388,0.8104863045935973,469,0.9866724396266681,False
112,body_comp_trunk_lean_mass,-0.02375092189065191,0.02375092189065191,0.8126687703347604,469,0.9866724396266681,False
113,body_comp_trunk_right_tissue_percent_fat,0.022999184913841016,0.022999184913841016,0.8208790447954359,469,0.9866724396266681,False
114,body_comp_leg_right_lean_mass,-0.02280390946762537,0.02280390946762537,0.8235350366172189,469,0.9866724396266681,False
115,body_comp_trunk_diff_bone_mass,0.021686880974282365,0.021686880974282365,0.8309514989865238,469,0.9866724396266681,False
116,body_comp_arm_right_lean_mass,0.021151655726268436,0.021151655726268436,0.835095017729393,469,0.9866724396266681,False
117,body_comp_legs_diff_fat_free_mass,-0.020297953955153745,0.020297953955153745,0.8408683284218759,469,0.9866724396266681,False
118,body_comp_trunk_diff_fat_mass,0.019893017619883598,0.019893017619883598,0.8453372389578622,469,0.9866724396266681,False
119,body_comp_arms_diff_total_mass,-0.01869249225611537,0.01869249225611537,0.8550849025697714,469,0.9866724396266681,False
120,body_comp_total_right_total_mass,0.017392819786605968,0.017392819786605968,0.8625818617291714,469,0.9866724396266681,False
121,body_comp_arm_left_fat_free_mass,-0.017227329049814933,0.017227329049814933,0.8660416285216476,469,0.9866724396266681,False
122,body_comp_gynoid_total_mass,0.017215351589065217,0.017215351589065217,0.863645506830318,469,0.9866724396266681,False
123,body_comp_legs_fat_mass,0.015226497483749407,0.015226497483749407,0.8805592657569719,469,0.9866724396266681,False
124,body_comp_total_right_fat_free_mass,0.0147150253137155,0.0147150253137155,0.8857365220224291,469,0.9866724396266681,False
125,body_comp_arms_total_mass,0.013348347280471663,0.013348347280471663,0.8947885450753912,469,0.9866724396266681,False
126,body_comp_trunk_diff_tissue_percent_fat,0.012325809446853044,0.012325809446853044,0.9037082009931254,469,0.9866724396266681,False
127,body_comp_total_left_tissue_percent_fat,0.012011099316569128,0.012011099316569128,0.9048887063404257,469,0.9866724396266681,False
128,body_comp_legs_lean_mass,0.010988143933405373,0.010988143933405373,0.9148292055519873,469,0.9866724396266681,False
129,body_comp_arm_left_bone_mass,-0.010959965436938043,0.010959965436938043,0.9133334449376478,469,0.9866724396266681,False
130,body_comp_arms_diff_fat_mass,-0.010640156056661312,0.010640156056661312,0.9163992081375031,469,0.9866724396266681,False
131,body_comp_legs_diff_region_percent_fat,-0.010027386373564448,0.010027386373564448,0.9212852064673589,469,0.9866724396266681,False
132,body_comp_trunk_left_fat_mass,-0.00914697173070848,0.00914697173070848,0.9283253017636821,469,0.9866724396266681,False
133,body_comp_arms_tissue_percent_fat,0.00898615994913658,0.00898615994913658,0.9313841647408866,469,0.9866724396266681,False
134,body_comp_leg_left_lean_mass,-0.008761297239849104,0.008761297239849104,0.9317099738051442,469,0.9866724396266681,False
135,body_comp_trunk_right_fat_mass,0.008414143257770833,0.008414143257770833,0.9337114601911147,469,0.9866724396266681,False
136,body_comp_arms_lean_mass,0.007969965737874342,0.007969965737874342,0.9376733792022298,469,0.9866724396266681,False
137,body_comp_total_tissue_mass,-0.007434007660481487,0.007434007660481487,0.941560101322076,469,0.9866724396266681,False
138,body_comp_arms_bone_mass,-0.006733489379065014,0.006733489379065014,0.9469700393383965,469,0.9866724396266681,False
139,body_comp_trunk_right_fat_free_mass,0.005828269632890625,0.005828269632890625,0.9547091759397145,469,0.9866724396266681,False
140,body_comp_android_region_percent_fat,-0.005216690287550048,0.005216690287550048,0.9636888546574487,469,0.9866724396266681,False
141,body_comp_leg_right_tissue_percent_fat,0.004418659444000061,0.004418659444000061,0.9653073039082911,469,0.9866724396266681,False
142,body_comp_legs_diff_lean_mass,0.00428595528237734,0.00428595528237734,0.9660286294917034,469,0.9866724396266681,False
143,body_comp_legs_total_mass,-0.0037234335322582092,0.0037234335322582092,0.9709689191078597,469,0.9866724396266681,False
144,body_comp_legs_diff_tissue_mass,-0.0035436634651665896,0.0035436634651665896,0.9725163168217223,469,0.9866724396266681,False
145,body_comp_trunk_left_bone_mass,0.0030618674092191627,0.0030618674092191627,0.9758027963353321,469,0.9866724396266681,False
146,body_comp_trunk_left_fat_free_mass,-0.0028031719679668565,0.0028031719679668565,0.9781122540547306,469,0.9866724396266681,False
147,body_comp_arms_tissue_mass,-0.0023559118580464785,0.0023559118580464785,0.9816486959460259,469,0.9866724396266681,False
148,body_comp_total_diff_total_mass,-0.0017948451297551766,0.0017948451297551766,0.985942781741461,469,0.9866724396266681,False
149,body_comp_leg_left_region_percent_fat,-0.0016923811467993136,0.0016923811467993136,0.9866724396266681,469,0.9866724396266681,False
